ecli,indegree,outdegree,page_rank,hub_score,initial_hub_score,hub_rank,authority,betweenness,info_map
ECLI:EU:C:1979:286,3,1,4.860530208316264e-5,4.3660008674320765e-10,1.1411487178781584e-17,1.481342053092314e-4,3.510718231921183e-8,3848.140296898067,64
ECLI:EU:C:1979:290,12,2,9.980670766344867e-5,3.59791725763693e-7,0,6.55614737818081e-4,4.561358256552631e-7,3158.685794742822,1
ECLI:EU:C:1980:17,1,5,3.9695665106829324e-5,2.9428092073224205e-12,0,3.242537388302878e-5,1.2449803636806331e-12,8228.20991970735,51
ECLI:EU:C:1980:20,1,2,4.7383982454108197e-5,9.66782391302423e-12,4.336365127937012e-17,3.158932163607213e-5,8.817314141344378e-17,2,2
ECLI:EU:C:1980:21,2,1,5.076952520703822e-5,4.688705702453644e-15,0,6.544474916537235e-5,5.200804349340869e-13,1,3
ECLI:EU:C:1980:42,0,1,3.158932163607213e-5,1.4711865505823243e-11,0,0,2.948429284573913e-17,0,258
ECLI:EU:C:1980:49,1,1,4.165841790757012e-5,7.772523540301219e-17,3.9940205125735666e-17,4.027638508599197e-5,5.902453311623299e-17,0,11
ECLI:EU:C:1980:50,1,2,3.33267343260561e-5,4.48555546973085e-11,3.9940205125735666e-17,3.4748253799679345e-5,2.833589474520228e-12,4,1
ECLI:EU:C:1980:52,9,4,6.980002039360701e-5,2.5288225824399947e-10,0,3.7242587417849745e-4,4.005031543210877e-9,964.535456492472,45
ECLI:EU:C:1980:53,8,1,1.2819870960976453e-4,5.720928133749866e-11,0,4.2915664920391375e-4,6.379494076594898e-9,0,12
ECLI:EU:C:1980:54,10,4,5.9372273285053624e-5,2.52882268689288e-10,0,4.147236290454391e-4,2.0529448216719006e-8,3720.8408106736806,45
ECLI:EU:C:1980:56,6,7,4.7783629600188844e-5,2.590247720237849e-8,0,2.6284385060225656e-4,4.4094074599119697e-10,8537.305032928572,17
ECLI:EU:C:1980:60,9,1,7.159709891156179e-5,1.0172600893837923e-9,0,4.4519853670502076e-4,7.834459641275044e-9,862.9743367527856,32
ECLI:EU:C:1980:64,5,1,7.90523423040916e-5,5.612325403226396e-8,0,2.0922124776067525e-4,2.0021062078585962e-6,958.5775976265973,24
ECLI:EU:C:1980:67,0,1,3.158932163607213e-5,1.4400673555399986e-17,4.906939488064263e-17,0,2.948429284573913e-17,0,41
ECLI:EU:C:1980:69,3,4,3.717154833988367e-5,1.4206220622911605e-10,4.906939488064263e-17,1.2425581162593278e-4,1.9935011219453967e-9,2,1
ECLI:EU:C:1980:79,0,1,3.158932163607213e-5,4.671540099575608e-15,5.477513847145054e-17,0,2.948429284573913e-17,0,3
ECLI:EU:C:1980:83,4,1,5.1365742585541954e-5,2.395502784731118e-9,6.276317949853737e-17,2.4257932503331942e-4,5.898236497824532e-9,687.5127467461806,1
ECLI:EU:C:1980:85,4,1,8.022812392616202e-5,1.9418037190004392e-13,6.276317949853737e-17,3.146255823704392e-4,3.1202404154406556e-10,3802.1078796053816,16
ECLI:EU:C:1980:86,4,1,6.422018437155689e-5,1.9418037190004392e-13,6.276317949853737e-17,3.2237094630064276e-4,3.4422187557281627e-10,3825.509696152194,16
ECLI:EU:C:1980:88,0,1,3.158932163607213e-5,6.927684025051087e-17,0,0,2.948429284573913e-17,0,11
ECLI:EU:C:1980:100,31,12,8.385657407764682e-5,2.3480012209357682e-8,0,0.0015780655589259934,6.156829287739165e-7,39404.61109206334,38
ECLI:EU:C:1980:101,5,3,4.8361941507830324e-5,1.086303049901514e-6,2.6295959756617308e-8,2.8227410850080367e-4,2.2470795479174065e-9,11584.966826134496,13
ECLI:EU:C:1980:103,3,1,4.8321522276860954e-5,1.1843602694661598e-10,0,1.306292811556641e-4,6.733574125850367e-12,0,4
ECLI:EU:C:1980:107,0,5,3.158932163607213e-5,4.6931331692160214e-8,NA,0,1.474774116534504e-16,0,66
ECLI:EU:C:1980:145,28,1,6.679645313452845e-5,9.704941860323152e-11,0,0.0012086553070647483,1.5713846502673883e-6,904.5048919476019,9
ECLI:EU:C:1980:179,4,1,5.8808247098315486e-5,6.1329358126960575e-12,7.980896188516556e-17,1.9236015596218474e-4,8.329548473466046e-10,1418.4679545970741,5
ECLI:EU:C:1980:188,9,1,4.901544682843517e-5,1.3198805234577821e-8,3.876435291565182e-17,6.232446078402754e-4,1.0862234664054814e-7,1995.4322327821487,25
ECLI:EU:C:1980:190,5,2,4.175663287264716e-5,2.9537508679986855e-8,3.876435291565182e-17,2.6043730029582746e-4,2.4687403540593196e-8,7902.784191481511,25
ECLI:EU:C:1980:193,7,5,5.6416461382201247e-05,1.817603894551126e-7,7.524844977744178e-17,3.516546334974342e-4,2.5660704199173427e-07,16893.10661418664,25
ECLI:EU:C:1980:195,9,7,4.920075491228972e-5,1.840712144845916e-8,3.876435291565182e-17,5.10611612813398e-4,3.526796995811571e-9,4448.138084329677,38
ECLI:EU:C:1980:198,7,5,3.875174546631413e-5,1.2882579674409689e-8,3.876435291565182e-17,4.39096272910911e-4,3.059207954314422e-9,1861.2546978115745,38
ECLI:EU:C:1980:200,3,2,3.929931940126074e-5,2.580597755556306e-9,0,2.0844504337308523e-4,1.3674501958639428e-8,450.2738760862936,1
ECLI:EU:C:1980:202,3,1,4.599519078214275e-5,1.2521547712000032e-12,0,1.079168214274593e-4,1.337470050324633e-11,16,11
ECLI:EU:C:1980:231,15,1,8.417495822737399e-5,1.1404813894935628e-9,0,6.548202477253813e-4,8.606326956269993e-7,748.2957021629253,26
ECLI:EU:C:1980:232,5,4,5.0485516348944364e-5,1.2895403442598414e-7,3.420383573470832e-17,2.0280691666391555e-4,2.378891845124963e-9,2922.549054023636,2
ECLI:EU:C:1980:234,6,6,5.698462133154791e-5,1.2906054804282272e-7,3.420383573470832e-17,2.2422194532121153e-4,5.06120523025168e-9,11638.930442191733,2
ECLI:EU:C:1980:238,20,1,5.268893987442368e-5,1.3347139632592182e-11,1.1401278578236046e-17,6.904521573681493e-4,4.504298620498864e-6,293.85372779251884,2
ECLI:EU:C:1980:255,0,2,3.158932163607213e-5,1.6973593897298116e-17,0,0,5.896858569147827e-17,0,194
ECLI:EU:C:1980:269,3,1,3.343538222163166e-5,2.872990041545993e-11,0,1.1194482130405666e-4,2.867840842124647e-8,56.400000000000006,2
ECLI:EU:C:1980:282,1,1,3.2721341365969855e-5,1.712720108188905e-17,0,4.754482865570441e-5,5.578767990230185e-10,5339,239
ECLI:EU:C:1980:284,19,3,6.392703796640155e-5,2.5814399186199718e-9,0,7.196986969691891e-4,9.779236685930546e-7,12833.043774997244,9
ECLI:EU:C:1980:289,22,8,8.055797735786049e-5,3.300019788232763e-7,6.270703218030998e-17,0.0010390590034625605,6.501783042559329e-6,29323.724174853363,25
ECLI:EU:C:1980:291,7,3,5.1657958429882805e-5,1.475236334880831e-11,3.990447502383335e-17,0.00037452739877599735,1.451099671480196e-9,1414.5829241716924,54
ECLI:EU:C:1981:1,2,5,4.023749730890193e-5,1.324944054776244e-10,0,9.156877245856594e-5,5.6226757714300404e-11,1714.7613638548407,45
ECLI:EU:C:1981:4,2,4,3.7257852839156005e-5,1.247637859772796e-10,0,1.1337062406167757e-4,1.1243489769217032e-10,3276.663839694616,3
ECLI:EU:C:1981:10,12,2,7.7615563326874e-5,2.877866827848325e-7,2.8510775881982406e-17,6.580198581851664e-4,1.6537938504101414e-8,3588.9116979316036,1
ECLI:EU:C:1981:17,10,2,1.0827233995123518e-4,1.5439250508860248e-8,0,0.0011925165228651963,3.76545646731022e-8,6329.220283314693,1
ECLI:EU:C:1981:20,1,1,3.377806532054078e-5,1.0907241576477953e-11,0,5.690733579618489e-5,8.668340527710713e-12,622.7684275167555,1
ECLI:EU:C:1981:49,2,4,4.589280568676934e-5,1.0831930268764356e-9,0,1.5294288420599313e-4,8.116941832157942e-11,6291.755920187835,1
ECLI:EU:C:1981:51,0,3,3.158932163607213e-5,3.536944302997897e-10,0,0,8.862072081148157e-17,0,1
ECLI:EU:C:1981:57,3,1,3.525505124927882e-5,4.865634835470242e-11,0,1.7874959434504607e-4,1.226467841416555e-6,1344.347128204847,32
ECLI:EU:C:1981:63,2,2,4.00131407390247e-5,1.1849640962366432e-10,0,6.317864327214426e-5,8.061943454758818e-12,3.25,1
ECLI:EU:C:1981:70,2,2,3.640135708719203e-5,1.4123987661791023e-10,0,8.672915182268243e-5,5.909555165826814e-12,38.19467418546366,28
ECLI:EU:C:1981:81,0,1,3.158932163607213e-5,8.486796948649058e-18,0,0,2.948429284573913e-17,0,133
ECLI:EU:C:1981:83,9,2,8.792573292660986e-5,2.0374993114658474e-10,0,3.766090295909512e-4,1.6089818049708312e-9,8.731746031746031,9
ECLI:EU:C:1981:87,2,11,3.422564142169978e-5,6.7504528388667094e-9,6.728543115072707e-17,7.908959356882953e-5,2.8246020578286593e-11,18596.432837792734,18
ECLI:EU:C:1981:93,21,2,2.2125557953742167e-4,1.6207241509086566e-12,4.1055517312307664e-17,0.0011661188246795279,1.83181600290622e-7,13203.630290343493,32
ECLI:EU:C:1981:98,1,2,4.0296500685478546e-5,3.6850908323595727e-9,1.0263879328076977e-16,3.4828716197625666e-5,8.02051091798761e-15,2,45
ECLI:EU:C:1981:102,6,5,3.76610914417071e-5,1.2899091510978246e-7,3.99150862758542e-17,1.9607590656140085e-4,3.562652536494374e-6,41.66666666666667,9
ECLI:EU:C:1981:105,0,2,3.158932163607213e-5,1.9231619510784836e-15,0,0,5.896858569147827e-17,0,42
ECLI:EU:C:1981:113,1,1,3.6854208575417486e-5,3.211879883436678e-10,1.0263879328077005e-16,3.158932163607213e-5,1.5285864197183127e-12,0,64
ECLI:EU:C:1981:114,3,1,3.463606755802924e-5,1.0821155809232026e-9,5.131939664038452e-17,1.4431224966609973e-4,2.1333339799984228e-7,109.67508109777731,24
ECLI:EU:C:1981:131,0,3,3.158932163607213e-5,7.279771006700896e-10,0,0,8.862072081148157e-17,0,18
ECLI:EU:C:1981:139,6,6,5.9448262194126115e-5,8.226076008864783e-10,0,2.206124953478306e-4,1.5622525252063134e-10,11968.69783787002,50
ECLI:EU:C:1981:159,4,3,6.862157468154907e-5,1.965250319656399e-15,0,1.8223317223633133e-4,1.0653848782136904e-12,10402,42
ECLI:EU:C:1981:180,13,3,5.075431070614639e-5,2.8793498963493437e-7,0,4.694281215410173e-4,3.622473314091061e-6,825.4571611595586,1
ECLI:EU:C:1981:248,27,1,9.949640444159063e-5,1.2311388629215847e-10,0,0.001268944170677572,9.603422075822624e-7,4259.492367285972,9
ECLI:EU:C:1981:266,4,1,3.838763744836319e-5,1.4167677541025984e-8,3.992582309997574e-17,1.6008225818078632e-4,2.292387262923177e-8,52.091606908747195,2
ECLI:EU:C:1981:298,7,2,6.654075238484567e-5,4.4007251094274346e-10,0,4.117710590574578e-4,1.2700860185164106e-8,3016.931516311432,1
ECLI:EU:C:1981:302,36,1,1.5484976911212393e-4,1.6348105441643836e-13,0,0.0022502213604358103,2.4562235860636175e-7,6632.936571466043,3
ECLI:EU:C:1981:303,2,3,4.535385263356688e-5,1.6489132385217538e-9,0,1.180835751205004e-4,3.81504221410023e-10,9703.250089610392,32
ECLI:EU:C:1981:306,0,1,3.158932163607213e-5,1.5252828194236683e-10,0,0,2.948429284573913e-17,0,2
ECLI:EU:C:1981:307,2,3,3.982403337316776e-5,5.470285585613092e-10,0,7.152079556782426e-5,2.8406560062052293e-9,143.95144606786835,2
ECLI:EU:C:1981:309,5,1,4.13107748569171e-5,2.6290554359052103e-9,0,2.808996023394583e-4,1.7894876521185046e-8,884.9952728952933,21
ECLI:EU:C:1981:312,6,1,5.78064177554688e-5,1.090728427927527e-11,0,2.738472875115685e-4,1.1608845452610822e-10,180.9677984342656,11
ECLI:EU:C:1981:316,3,2,3.715505925766579e-5,6.67471142489197e-13,0,9.476796490821639e-5,7.092222444897897e-8,1,206
ECLI:EU:C:1982:6,9,1,7.616975647175378e-5,3.663224138124574e-15,3.650360969140681e-17,5.148165891678729e-4,3.796953404175803e-9,7395.0359991320365,40
ECLI:EU:C:1982:18,32,1,7.245487011643301e-5,1.2045362859167436e-10,1.140737802856473e-16,0.0012136958644297718,0.009580772425623711,632.4925716018925,1
ECLI:EU:C:1982:44,7,4,6.0345946680584075e-5,7.175163447960609e-11,4.791098790509084e-17,5.162657096116202e-4,7.615947892509487e-10,646.567976852234,1
ECLI:EU:C:1982:47,17,3,5.596489413331956e-5,4.9925030882934023e-8,8.09923843159718e-17,6.780222098755937e-4,3.1783230025345103e-6,8915.168822641472,32
ECLI:EU:C:1982:76,51,5,2.6179164623156586e-4,4.906989923041017e-8,1.0837009252996691e-16,0.0023386536597141817,5.373781712947722e-4,24147.28356037413,24
ECLI:EU:C:1982:77,0,1,3.158932163607213e-5,4.81903233485387e-6,1.0837009252996691e-16,0,2.948429284573913e-17,0,24
ECLI:EU:C:1982:79,7,1,4.885864268028727e-5,6.794028263237932e-12,6.388131770205112e-17,3.981746166219655e-4,4.1225869222060375e-12,86.53672226466345,28
ECLI:EU:C:1982:105,16,1,9.238953361721022e-5,4.906487449608842e-11,1.3235478350832063e-16,8.515828675834274e-4,2.7264352808136393e-9,5826.104135889881,1
ECLI:EU:C:1982:116,2,3,3.791783475426256e-5,6.953508464924514e-13,3.9934634385484294e-17,1.0595700180117678e-4,1.346540381099688e-13,1308.247419841746,104
ECLI:EU:C:1982:117,0,1,3.158932163607213e-5,9.578600834238422e-12,3.9934634385484294e-17,0,2.948429284573913e-17,0,182
ECLI:EU:C:1982:122,33,4,1.244356064206039e-4,2.373227612740997e-9,0,0.0013298536898046329,4.792349539161389e-7,10244.173676319444,1
ECLI:EU:C:1982:129,7,4,5.1894617406745556e-5,1.156622128615367e-8,7.074135234000271e-17,5.192222096207125e-4,2.2681628633665703e-8,24498.349181011945,3
ECLI:EU:C:1982:187,0,2,3.158932163607213e-5,4.25039771750842e-8,0,0,5.896858569147827e-17,0,25
ECLI:EU:C:1982:194,1,2,3.194335807848316e-5,2.5498792642094908e-17,0,3.3279425586637035e-5,2.105766042504237e-6,16,132
ECLI:EU:C:1982:195,0,3,3.158932163607213e-5,4.062689690604246e-10,0,0,8.862072081148157e-17,0,5
ECLI:EU:C:1982:199,3,2,4.347491909238584e-5,3.3828148370825644e-12,0,1.3926401908774367e-4,7.402701409597124e-13,102.12642814912499,1
ECLI:EU:C:1982:209,3,3,3.680999995030135e-5,2.1243348292354758e-12,0,1.501652716677704e-4,1.7517940370304737e-9,741.3894476511052,1
ECLI:EU:C:1982:211,10,3,3.7142990328974436e-5,1.1005466589266655e-7,0,3.727486367799e-4,9.493432081353119e-7,1442.4828821864878,2
ECLI:EU:C:1982:214,0,2,3.158932163607213e-5,2.0600495051386183e-10,2.51017703901838e-17,0,5.896858569147827e-17,0,38
ECLI:EU:C:1982:222,6,2,5.0270525450391075e-5,1.2945998943074175e-7,1.483286432147205e-17,3.365117302956151e-4,4.881912931031802e-7,8325.317339246916,64
ECLI:EU:C:1982:259,17,1,1.1489438358977883e-4,4.819032335000027e-6,0,6.014163708784765e-4,1.341734480482034e-6,1109.8337389368276,24
ECLI:EU:C:1982:275,3,2,4.137123556782026e-5,3.5917386108882676e-11,6.960036335538973e-17,1.1512658706411532e-4,3.8318224491184164e-11,7669.5,45
ECLI:EU:C:1982:277,10,4,5.6040209133044194e-5,1.3894616177352362e-7,6.960036335538973e-17,5.477796772528946e-4,1.0363847932401744e-6,7336.669511512849,9
ECLI:EU:C:1982:316,2,1,4.395594668487649e-5,4.50185746229568e-12,0,1.0957635191132659e-4,2.2353871887144317e-13,708.6866514574912,42
ECLI:EU:C:1982:317,6,1,7.086135207407433e-5,4.501892023912213e-12,0,2.6386447487564265e-4,1.030632911537595e-11,734.8095462959805,42
ECLI:EU:C:1982:324,0,4,3.158932163607213e-5,6.301436180498455e-8,8.215124868445589e-17,0,1.1793717138295653e-16,0,1
ECLI:EU:C:1982:330,0,2,3.158932163607213e-5,2.935789935543502e-8,7.416432203758606e-17,0,5.896858569147827e-17,0,7
ECLI:EU:C:1982:331,2,1,4.651633515701669e-5,3.705531059004726e-11,7.416432203758606e-17,1.963360561687546e-4,1.4649524945352867e-9,7340.572624853891,2
ECLI:EU:C:1982:332,19,3,2.144865660539503e-4,3.560564755343734e-9,7.416432203758606e-17,7.558241022101908e-4,7.554720691108936e-8,21045.437292598937,1
ECLI:EU:C:1982:334,15,1,5.132889428544931e-5,2.428877643830075e-10,7.416432203758606e-17,5.543612690852665e-4,4.9740619606530925e-6,689.2293439170427,1
ECLI:EU:C:1982:357,0,2,3.158932163607213e-5,1.9843681920715887e-8,0,0,5.896858569147827e-17,0,1
ECLI:EU:C:1982:363,4,1,3.874576242299306e-5,2.8892875487810325e-12,0,2.0044628013349614e-4,4.495881578740977e-10,782.1556541477715,116
ECLI:EU:C:1982:364,2,1,3.449104545823515e-5,2.889270805597912e-12,0,8.896503800642861e-5,2.88603789585916e-10,727.4304773800943,116
ECLI:EU:C:1982:374,3,1,3.400769071297665e-5,1.7624262011307786e-10,1.939682348417504e-17,1.3881033192204192e-4,1.7667132029403426e-8,0,10
ECLI:EU:C:1982:382,4,2,5.433368139235357e-5,2.6426039539423725e-9,8.557422125371453e-17,1.9696795603057167e-4,1.758048393153903e-11,1471.8419800886484,71
ECLI:EU:C:1982:404,1,1,3.699443675972366e-5,1.712720108188905e-17,0,4.3240920989212275e-5,1.3638207167203752e-10,494,2
ECLI:EU:C:1982:406,0,1,3.158932163607213e-5,1.258522881647603e-9,3.879364696835108e-17,0,2.948429284573913e-17,0,11
ECLI:EU:C:1982:411,5,1,4.996612856928532e-5,2.0198291980785963e-10,0,0.00018989137194687442,4.363641102256266e-7,4899.893022967767,24
ECLI:EU:C:1982:412,3,1,4.84174471844812e-5,2.6872190378210614e-10,0,1.597915756605313e-4,9.839103243159215e-10,957.5334613947981,41
ECLI:EU:C:1982:422,5,2,4.393944087191796e-5,1.208158986636287e-8,1.7114844250742953e-17,2.3191966716331667e-4,6.18827843632863e-9,1449.101425667523,24
ECLI:EU:C:1982:425,1,1,3.2827489917141485e-5,4.8278896638623156e-8,1.7114844250742953e-17,5.6955740929190485e-5,2.3176736494431858e-7,113.8939892986561,1
ECLI:EU:C:1982:432,7,2,5.529331100492533e-5,1.2726928188940907e-8,1.255088578387835e-16,2.601255856479709e-4,2.50156163114407e-8,39.623341474702215,70
ECLI:EU:C:1982:436,0,4,3.158932163607213e-5,1.4890290556369873e-7,1.255088578387835e-16,0,1.1793717138295653e-16,0,18
ECLI:EU:C:1982:437,6,1,8.687089451005613e-5,2.1229892026491661e-10,1.243678682220673e-16,3.6031497425946394e-4,6.580948342655107e-11,2152.9920283683623,1
ECLI:EU:C:1982:439,2,1,4.1073236657037735e-5,2.2994995533262697e-16,1.243678682220673e-16,7.601369077060415e-5,5.334578288582558e-10,50,146
ECLI:EU:C:1983:2,14,1,8.114434922269566e-5,7.069814909666862e-12,0,6.676667487247679e-4,3.1703560671452814e-8,396.6281269290903,4
ECLI:EU:C:1983:3,1,3,3.6854208575417486e-5,1.035487858908411e-11,0,3.158932163607213e-5,2.1212252040906196e-11,2.5,2
ECLI:EU:C:1983:4,2,1,3.8384085507053915e-5,2.232412429574258e-11,0,9.740940092053614e-5,7.076365619797874e-11,0,42
ECLI:EU:C:1983:6,1,1,3.241495163337856e-5,1.7050397489593584e-17,NA,3.302519989225723e-5,1.6363681723315296e-10,2,159
ECLI:EU:C:1983:26,9,1,6.046844296990494e-5,9.278285616547067e-13,7.63867302880409e-5,6.302722349836279e-4,1.5375084304687397e-8,5745.836496147474,3
ECLI:EU:C:1983:30,16,5,9.3494622011867e-5,1.6234861304818066e-8,7.638673028734635e-5,7.492128144710944e-4,5.8659745639360804e-9,19274.530696508526,1
ECLI:EU:C:1983:37,3,2,4.8563761122120105e-5,2.1578217183551556e-9,7.67706352169555e-5,1.290439068548399e-4,1.3195412907647297e-10,51.47824072532349,24
ECLI:EU:C:1983:45,0,2,3.158932163607213e-5,3.239193163250861e-10,NA,0,5.896858569147827e-17,0,303
ECLI:EU:C:1983:51,11,1,1.0236149068941124e-4,2.959639332109311e-12,0,7.312552058548198e-4,1.524635635029095e-9,535.9140089812831,27
ECLI:EU:C:1983:52,12,2,5.1987026582427966e-5,6.696419305580464e-8,3.537067943593246e-16,5.53599790949469e-4,2.7602472887171983e-7,7311.288826478179,2
ECLI:EU:C:1983:71,7,10,5.6685312030838786e-5,1.1813906389697789e-8,0,3.3107979054768544e-4,2.3491273991303997e-10,46826.43188618518,45
ECLI:EU:C:1983:74,2,1,4.119428983621211e-5,1.262442342039336e-10,7.677063522620748e-5,9.459091747804647e-5,1.0309660167308104e-8,3921.2481945617133,2
ECLI:EU:C:1983:75,3,1,7.107597368116229e-5,2.9595702088762447e-12,0,9.476796490821639e-5,2.0767684068953258e-16,3,27
ECLI:EU:C:1983:78,2,7,4.643573400087866e-5,2.7741467890246775e-8,0,1.4846412364806526e-4,6.255677424808081e-10,18271.093672507468,26
ECLI:EU:C:1983:85,2,1,4.3752612074156675e-5,4.3994269198118703e-10,0,2.5205700552906004e-4,5.327002728652593e-11,1000.2421041369171,2
ECLI:EU:C:1983:87,9,1,8.279220015125206e-5,1.3825026330144296e-10,7.681468789457659e-5,4.7317525326038526e-4,3.0361724364596625e-10,9809.512416978941,9
ECLI:EU:C:1983:89,0,1,3.158932163607213e-5,8.563600540944525e-18,0,0,2.948429284573913e-17,0,2
ECLI:EU:C:1983:101,0,1,3.158932163607213e-5,4.3994267466197694e-10,0,0,2.948429284573913e-17,0,1
ECLI:EU:C:1983:114,2,1,3.388780156400447e-5,2.4447795234726254e-11,7.681468789431935e-5,1.1439908212380769e-4,2.7780083966358543e-9,437.5729593231851,17
ECLI:EU:C:1983:115,0,1,3.158932163607213e-5,8.563600540944525e-18,0,0,2.948429284573913e-17,0,282
ECLI:EU:C:1983:121,0,2,3.158932163607213e-5,2.0374987108617555e-10,5.590849357532271e-17,0,5.896858569147827e-17,0,9
ECLI:EU:C:1983:123,16,1,5.7734643618161154e-5,2.2527559039692674e-11,7.681468789662339e-5,7.839350571597171e-4,8.315039715682143e-7,1243.1878573254628,32
ECLI:EU:C:1983:126,0,1,3.158932163607213e-5,4.824225641058995e-15,1.6430251173156063e-16,0,2.948429284573913e-17,0,40
ECLI:EU:C:1983:130,1,2,3.35986217330275e-5,1.2086879866467761e-8,7.70842037545979e-5,8.840920426603642e-5,5.6776103828301265e-8,760.9461934840696,24
ECLI:EU:C:1983:132,1,2,3.35986217330275e-5,1.2086879866467761e-8,0,8.840920426603642e-5,5.6776103828301265e-8,760.9461934840696,24
ECLI:EU:C:1983:142,7,3,4.421737488161708e-5,1.2737996886107466e-10,3.0350325218876564e-16,4.1843294673646114e-4,1.2543262868599623e-8,15120.884748929579,1
ECLI:EU:C:1983:158,254,5,2.8848676398191274e-4,2.901647083775838e-7,7.70844113046238e-5,0.012513702064040464,5.1403735196133494e-5,20749.483164654463,1
ECLI:EU:C:1983:159,4,5,5.462388423047798e-5,2.306517980181189e-9,0,3.176019775171973e-4,1.9811251272843826e-10,39798.910522432576,17
ECLI:EU:C:1983:165,20,2,7.949861729233471e-5,7.671416923149338e-8,1.9396824388003896e-16,8.561931276303324e-4,1.8543510341382561e-6,4226.550916367259,32
ECLI:EU:C:1983:169,4,6,7.779868676644115e-5,1.2787933635597721e-9,3.2632304558641784e-16,2.047555251549558e-4,1.135405676254735e-10,15452.511415155393,51
ECLI:EU:C:1983:179,19,1,9.291367985665088e-5,2.486780996466218e-11,6.845938104153034e-18,9.144515489109017e-4,6.921534170136087e-7,5189.359771747093,24
ECLI:EU:C:1983:187,0,1,3.158932163607213e-5,4.861461101496156e-7,NA,0,2.948429284573913e-17,0,1
ECLI:EU:C:1983:192,0,1,3.158932163607213e-5,2.9328615403812405e-10,2.1247170286605787e-6,0,2.948429284573913e-17,0,43
ECLI:EU:C:1983:206,0,1,3.158932163607213e-5,1.9897943015596156e-11,7.738276563782227e-5,0,2.948429284573913e-17,0,234
ECLI:EU:C:1983:209,5,1,6.91090787909472e-5,1.4913552584030652e-12,0,3.292751003410874e-4,2.2805327701734587e-7,5967.852543044176,4
ECLI:EU:C:1983:219,4,2,4.18919452890122e-5,4.3170679918907084e-8,2.124898069449111e-6,1.7205552943739925e-4,4.355455124956447e-8,3354.924019704845,1
ECLI:EU:C:1983:225,18,1,8.468139467722646e-5,1.985023969029992e-8,NA,7.975314913812655e-4,1.0208674861449058e-5,2632.656108749141,1
ECLI:EU:C:1983:230,0,1,3.158932163607213e-5,1.8823167427454713e-8,NA,0,2.948429284573913e-17,0,32
ECLI:EU:C:1983:233,48,5,2.1892345346771606e-4,1.8317599251938872e-10,7.68783241800532e-5,0.002624493362388565,1.3926581689121637e-6,41265.06890603984,8
ECLI:EU:C:1983:242,6,1,4.136236576005987e-5,8.220145340780813e-8,2.93450791121854e-10,2.9384594430822774e-4,1.7312179594661613e-7,2825.090086448098,24
ECLI:EU:C:1983:245,0,2,3.158932163607213e-5,4.784095610477429e-12,7.68783241812762e-5,0,5.896858569147827e-17,0,146
ECLI:EU:C:1983:249,1,1,3.2802444347389763e-5,1.1253751428407502e-11,2.934519024773277e-10,3.6393681339528954e-5,3.1068046727163665e-10,0,43
ECLI:EU:C:1983:250,1,1,3.2802444347389763e-5,1.1253751428407502e-11,7.687865724455077e-5,3.6393681339528954e-5,3.1068046727163665e-10,0,43
ECLI:EU:C:1983:253,0,1,3.158932163607213e-5,8.486796948649058e-18,NA,0,2.948429284573913e-17,0,159
ECLI:EU:C:1983:268,1,1,3.489716142307473e-5,2.173585578255779e-11,1.9447939950169052e-7,3.969407744403123e-5,3.125811484322817e-11,1388.6766911691252,18
ECLI:EU:C:1983:277,10,2,6.869527149653195e-5,1.21829045628177e-7,1.9447939998091232e-7,5.581903526643058e-4,5.107178412138413e-7,693.9961976898726,127
